instance,A,L,best_solution,best_fitness,best_multi_solution,best_multi_fitness
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.dat,4,90,"[[[[0,[2,6]],[18,[18,19,14,16]],[19,[]],[14,[]],[16,[]],[15,[15,13,12,11]],[2,[]],[6,[]],[28,[28,26,27,29]],[26,[]],[27,[]],[13,[]],[12,[]],[41,[41,40,39,38]],[40,[]],[39,[]],[38,[]],[11,[]],[29,[]],[42,[42,43,49,44]],[43,[]],[44,[]],[49,[]],[48,[48,30]],[30,[]]],[[0,[3,4,5,1]],[3,[]],[4,[]],[5,[]],[8,[8,10,9,17]],[10,[]],[9,[]],[7,[7]],[17,[]],[20,[20,22,24,23]],[22,[]],[24,[]],[23,[]],[21,[21,25]],[32,[32,33,31,34]],[33,[]],[31,[]],[34,[]],[35,[35,36,37]],[36,[]],[37,[]],[50,[50,45,46,47]],[25,[]],[45,[]],[46,[]],[47,[]],[1,[]]]],[[[18,[18,19,14,16]]],[[8,[8,10,9,17]]],[[7,[7]]],[[15,[15,13,12,11]]],[[20,[20,22,24,23]]],[[21,[21,25]]],[[28,[28,26,27,29]]],[[32,[32,33,31,34]]],[[35,[35,36,37]]],[[41,[41,40,39,38]]],[[50,[50,45,46,47]]],[[42,[42,43,49,44]]],[[48,[48,30]]]]]",830.048349393,"[[[[0,[2,6]],[18,[18,19,16]],[19,[]],[14,[14]],[16,[]],[15,[15,13,12,11]],[2,[]],[6,[]],[28,[28,26,27,29]],[26,[]],[27,[]],[13,[]],[12,[]],[41,[41,40,39,38]],[40,[]],[39,[]],[38,[]],[11,[]],[29,[]],[42,[42,43,49,44]],[43,[]],[44,[]],[49,[]],[48,[48,30]],[30,[]]],[[0,[3,4,5,1]],[3,[]],[4,[]],[5,[]],[8,[8,10,9,17]],[10,[]],[9,[]],[7,[7]],[17,[]],[20,[20,22,24,23]],[22,[]],[24,[]],[23,[]],[21,[21,25]],[32,[32,33,31,34]],[33,[]],[31,[]],[34,[]],[35,[35,36,37]],[36,[]],[37,[]],[50,[50,45,46,47]],[25,[]],[45,[]],[46,[]],[47,[]],[1,[]]]],[[[18,[18,19,16]]],[[8,[8,10,9,17]]],[[7,[7]],[14,[14]]],[[15,[15,13,12,11]]],[[20,[20,22,24,23]]],[[21,[21,25]]],[[28,[28,26,27,29]]],[[32,[32,33,31,34]]],[[35,[35,36,37]]],[[41,[41,40,39,38]]],[[50,[50,45,46,47]]],[[42,[42,43,49,44]]],[[48,[48,30]]]]]",830.048349393
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.dat,4,120,"[[[[0,[2]],[2,[]],[19,[19,14,17,15]],[18,[18,22,25,20]],[14,[]],[17,[]],[15,[]],[20,[]],[31,[31,32,33,34]],[32,[]],[33,[]],[34,[]],[22,[]],[35,[35,36,37,24]],[36,[]],[37,[]],[50,[50,45,46,47]],[25,[]],[24,[]],[45,[]],[46,[]],[47,[]]],[[0,[3,6,4,1,5]],[3,[]],[5,[]],[6,[]],[4,[]],[13,[13,11,10,12]],[11,[]],[10,[]],[7,[7]],[8,[8,16,9]],[16,[]],[21,[21,23]],[23,[]],[26,[26,27]],[27,[]],[30,[30,28,29]],[28,[]],[12,[]],[41,[41,40,39,38]],[40,[]],[39,[]],[38,[]],[9,[]],[29,[]],[42,[42,43,44,49]],[43,[]],[44,[]],[49,[]],[48,[48]],[1,[]]]],[[[13,[13,11,10,12]]],[[7,[7]]],[[8,[8,16,9]]],[[19,[19,14,17,15]]],[[18,[18,22,25,20]]],[[21,[21,23]]],[[26,[26,27]]],[[30,[30,28,29]]],[[31,[31,32,33,34]]],[[35,[35,36,37,24]]],[[41,[41,40,39,38]]],[[50,[50,45,46,47]]],[[42,[42,43,44,49]]],[[48,[48]]]]]",830.048349393,"[[[[0,[]],[2,[2]],[19,[19,14,17]],[18,[18,22,25,20]],[14,[]],[17,[]],[15,[15]],[20,[]],[31,[31,32,33,34]],[32,[]],[33,[]],[34,[]],[22,[]],[35,[35,36,37,24]],[36,[]],[37,[]],[50,[50,45,46,47]],[25,[]],[24,[]],[45,[]],[46,[]],[47,[]]],[[0,[3,5,6,4,1]],[3,[]],[5,[]],[6,[]],[4,[]],[13,[13,11,10,12]],[11,[]],[10,[]],[7,[7]],[8,[8,16,9]],[16,[]],[21,[21,23]],[23,[]],[26,[26,27]],[27,[]],[30,[30,28,29]],[28,[]],[12,[]],[41,[41,40,39,38]],[40,[]],[39,[]],[38,[]],[9,[]],[29,[]],[42,[42,43,44,49]],[43,[]],[44,[]],[49,[]],[48,[48]],[1,[]]]],[[[13,[13,11,10,12]]],[[2,[2]],[7,[7]]],[[8,[8,16,9]]],[[19,[19,14,17]]],[[18,[18,22,25,20]]],[[21,[21,23]]],[[15,[15]],[26,[26,27]]],[[30,[30,28,29]]],[[31,[31,32,33,34]]],[[35,[35,36,37,24]]],[[41,[41,40,39,38]]],[[50,[50,45,46,47]]],[[42,[42,43,44,49]]],[[48,[48]]]]]",830.048349393
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.dat,8,60,"[[[[0,[11,8,4,6]],[14,[14,16]],[16,[]],[15,[15,30,28]],[4,[27,26]],[6,[]],[30,[]],[28,[]],[27,[]],[26,[]],[11,[29,13]],[8,[38,41]],[38,[40,39,43,44]],[41,[]],[40,[]],[39,[]],[13,[42,49,48]],[29,[]],[42,[]],[43,[]],[44,[]],[49,[]],[48,[]]],[[0,[2,5,3,1]],[7,[7,9,12,10]],[9,[]],[12,[]],[2,[]],[10,[]],[5,[]],[21,[21,22,23,19]],[22,[]],[23,[]],[31,[31,32,33,34]],[32,[]],[33,[35,36,37,25]],[34,[]],[19,[]],[18,[18,24,17,20]],[17,[]],[20,[50,45,46,47]],[35,[]],[36,[]],[37,[]],[50,[]],[25,[]],[24,[]],[45,[]],[46,[]],[47,[]],[3,[]],[1,[]]]],[[[14,[14,16]]],[[7,[7,9,12,10]]],[[21,[21,22,23,19]]],[[15,[15,30,28]]],[[4,[27,26]]],[[31,[31,32,33,34]]],[[33,[35,36,37,25]]],[[11,[29,13]]],[[8,[38,41]]],[[38,[40,39,43,44]]],[[18,[18,24,17,20]]],[[13,[42,49,48]]],[[20,[50,45,46,47]]]]]",869.323807579,"[[[[0,[3,4,5,26,27,28,43,44,42,29,13,38,41,40,39,11,1,14,16,21,37,36,35,20,17,19]],[3,[]],[4,[]],[5,[]],[26,[]],[27,[]],[28,[]],[43,[]],[44,[]],[42,[]],[29,[]],[13,[]],[38,[]],[41,[]],[40,[]],[39,[]],[11,[]],[1,[]],[14,[]],[16,[]],[21,[50,24,25]],[24,[]],[25,[]],[50,[]],[37,[]],[36,[]],[35,[]],[20,[]],[17,[]],[19,[]]],[[0,[18,31,32,33,34,22,23,45,46,47,49,48,30,6,2,12,9,10,8,7]],[18,[]],[31,[]],[32,[]],[33,[]],[34,[]],[22,[]],[23,[]],[45,[]],[46,[]],[47,[]],[49,[]],[48,[]],[30,[]],[6,[15]],[15,[]],[2,[]],[12,[]],[9,[]],[10,[]],[8,[]],[7,[]]]],[[[21,[50,24,25]],[6,[15]]]]]",1149
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.dat,8,90,"[[[[0,[2,3,1,4,5]],[19,[19]],[14,[14,16,7,10,9,12]],[16,[]],[20,[20]],[2,[]],[3,[]],[4,[]],[26,[26,28,30,27,13]],[28,[]],[30,[]],[27,[]],[7,[]],[10,[]],[9,[]],[41,[41,40,39,38,29]],[40,[]],[39,[]],[38,[]],[12,[]],[13,[]],[29,[]],[42,[42,43,44,49,48]],[43,[]],[44,[]],[49,[]],[48,[]],[5,[]],[1,[]]],[[0,[6]],[11,[11,8,15,17,18]],[8,[]],[15,[]],[6,[]],[21,[21,22,24,25,23]],[17,[]],[18,[]],[31,[31,32,33,34,37,36,35]],[32,[]],[33,[]],[34,[]],[22,[]],[24,[]],[25,[]],[37,[]],[36,[]],[35,[]],[50,[50,45,46,47]],[23,[]],[45,[]],[46,[]],[47,[]]]],[[[19,[19]]],[[14,[14,16,7,10,9,12]]],[[11,[11,8,15,17,18]]],[[20,[20]]],[[21,[21,22,24,25,23]]],[[26,[26,28,30,27,13]]],[[31,[31,32,33,34,37,36,35]]],[[41,[41,40,39,38,29]]],[[50,[50,45,46,47]]],[[42,[42,43,44,49,48]]]]]",826.055512755,"[[[[0,[2,3,4,5,1]],[19,[19]],[14,[14,16,7,10,9,12]],[16,[]],[20,[20]],[2,[]],[3,[]],[4,[]],[26,[26,28,30,27,13]],[28,[]],[30,[]],[27,[]],[7,[]],[10,[]],[9,[]],[41,[41,40,39,38,29]],[40,[]],[39,[]],[38,[]],[12,[]],[13,[]],[29,[]],[42,[42,43,44,49,48]],[43,[]],[44,[]],[49,[]],[48,[]],[5,[]],[1,[]]],[[0,[11,8]],[11,[]],[8,[]],[15,[15]],[6,[6]],[21,[21,17]],[17,[]],[18,[18]],[31,[31,32,33,34,37,36,35]],[32,[]],[33,[]],[34,[]],[22,[22,24,25,23]],[24,[]],[25,[]],[37,[]],[36,[]],[35,[]],[50,[50,45,46,47]],[23,[]],[45,[]],[46,[]],[47,[]]]],[[[19,[19]],[15,[15]]],[[14,[14,16,7,10,9,12]],[6,[6]]],[[20,[20]],[21,[21,17]]],[[26,[26,28,30,27,13]],[18,[18]]],[[31,[31,32,33,34,37,36,35]]],[[22,[22,24,25,23]]],[[41,[41,40,39,38,29]]],[[50,[50,45,46,47]]],[[42,[42,43,44,49,48]]]]]",826.055512755
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_2.dat,8,120,"[[[[0,[]],[9,[9,8,11]],[8,[]],[16,[16,18,17]],[14,[14,19]],[18,[]],[19,[]],[17,[]],[30,[30,27,29]],[28,[28,26]],[26,[]],[27,[]],[11,[]],[41,[41,40,39,38]],[40,[]],[39,[]],[38,[]],[29,[]],[42,[42,43,44,49,48]],[43,[]],[44,[]],[49,[]],[48,[]]],[[0,[2,1,6,4,3,5]],[2,[]],[3,[]],[13,[13,7]],[7,[]],[10,[10,12]],[12,[]],[15,[15,21,22,23,24,20,25]],[1,[]],[6,[]],[4,[]],[21,[]],[22,[]],[23,[]],[24,[]],[20,[]],[33,[33,31,32,34,35,36,37]],[31,[]],[32,[]],[34,[]],[35,[]],[36,[]],[37,[]],[50,[50,45,46,47]],[25,[]],[45,[]],[46,[]],[47,[]],[5,[]]]],[[[9,[9,8,11]]],[[13,[13,7]]],[[10,[10,12]]],[[16,[16,18,17]]],[[14,[14,19]]],[[15,[15,21,22,23,24,20,25]]],[[30,[30,27,29]]],[[28,[28,26]]],[[33,[33,31,32,34,35,36,37]]],[[41,[41,40,39,38]]],[[50,[50,45,46,47]]],[[42,[42,43,44,49,48]]]]]",826.055512755,"[[[[0,[]],[9,[9,8,11]],[8,[]],[16,[16,18,17]],[14,[14,19]],[18,[]],[19,[]],[17,[]],[30,[30,27,29]],[28,[28,26]],[26,[]],[27,[]],[11,[]],[41,[41,40,39,38]],[40,[]],[39,[]],[38,[]],[29,[]],[42,[42,43,44,49,48]],[43,[]],[44,[]],[49,[]],[48,[]]],[[0,[2,3,1,6,4,5]],[2,[]],[3,[]],[13,[13,7]],[7,[]],[10,[10,12]],[12,[]],[15,[15]],[1,[]],[6,[]],[4,[]],[21,[21,22,23,24,25]],[22,[]],[23,[]],[24,[]],[20,[20]],[33,[33,31,32,34,35,36,37]],[31,[]],[32,[]],[34,[]],[35,[]],[36,[]],[37,[]],[50,[50,45,46,47]],[25,[]],[45,[]],[46,[]],[47,[]],[5,[]]]],[[[13,[13,7]],[9,[9,8,11]]],[[10,[10,12]]],[[16,[16,18,17]]],[[14,[14,19]],[15,[15]]],[[21,[21,22,23,24,25]]],[[30,[30,27,29]],[20,[20]]],[[28,[28,26]]],[[33,[33,31,32,34,35,36,37]]],[[41,[41,40,39,38]]],[[50,[50,45,46,47]]],[[42,[42,43,44,49,48]]]]]",826.055512755
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_3.dat,4,60,"[[[[0,[3]],[13,[13,9]],[9,[17,16]],[3,[]],[17,[]],[22,[22,19,20,23]],[16,[]],[19,[]],[20,[26,10,11]],[23,[]],[26,[]],[36,[36,37,38,39]],[37,[]],[38,[42,44,41,40]],[39,[]],[42,[]],[44,[]],[41,[]],[40,[]],[10,[]],[11,[47,48,49]],[47,[]],[48,[]],[49,[]]],[[0,[15,21,18,7,6,12,8,2,5,4,1]],[15,[]],[21,[]],[18,[]],[7,[]],[6,[]],[12,[]],[8,[]],[14,[14,27,24,25]],[2,[29,30,32,33]],[29,[]],[30,[]],[32,[]],[5,[43,45,28,35]],[27,[]],[43,[]],[45,[]],[24,[]],[25,[]],[33,[]],[28,[50,46,34,31]],[35,[]],[50,[]],[46,[]],[34,[]],[31,[]],[4,[]],[1,[]]]],[[[14,[14,27,24,25]]],[[13,[13,9]]],[[9,[17,16]]],[[22,[22,19,20,23]]],[[20,[26,10,11]]],[[2,[29,30,32,33]]],[[36,[36,37,38,39]]],[[5,[43,45,28,35]]],[[38,[42,44,41,40]]],[[11,[47,48,49]]],[[28,[50,46,34,31]]]]]",1211.907248094,,
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_3.dat,4,90,"[[[[0,[3,2,5,4]],[5,[]],[10,[10,13,11,12]],[13,[]],[16,[16,18,9,17]],[18,[]],[20,[20]],[3,[]],[9,[]],[11,[]],[12,[]],[7,[7,6,15,19]],[6,[]],[15,[]],[4,[]],[2,[]],[17,[]],[19,[]],[36,[36,37,38,40]],[37,[]],[38,[]],[39,[39,26,25]],[40,[]],[41,[41,44,43,45]],[44,[]],[43,[]],[45,[]],[26,[]],[25,[]],[50,[50,46]],[46,[]]],[[0,[1]],[8,[8,21]],[14,[14]],[21,[]],[24,[24,23,27,22]],[23,[]],[27,[]],[22,[]],[30,[30,31,29,32]],[31,[]],[29,[]],[32,[]],[34,[34,33,35,28]],[33,[]],[35,[]],[28,[]],[42,[42]],[1,[]],[47,[47,48,49]],[48,[]],[49,[]]]],[[[8,[8,21]]],[[10,[10,13,11,12]]],[[16,[16,18,9,17]]],[[20,[20]]],[[7,[7,6,15,19]]],[[14,[14]]],[[24,[24,23,27,22]]],[[30,[30,31,29,32]]],[[34,[34,33,35,28]]],[[36,[36,37,38,40]]],[[39,[39,26,25]]],[[42,[42]]],[[41,[41,44,43,45]]],[[47,[47,48,49]]],[[50,[50,46]]]]]",1085.805843601,"[[[[0,[5,3,4,2]],[5,[]],[10,[10,13,11,12]],[13,[]],[16,[16,18,9,17]],[18,[]],[20,[20]],[3,[]],[9,[]],[11,[]],[12,[]],[7,[7,6,15,19]],[6,[]],[15,[]],[4,[]],[2,[]],[17,[]],[19,[]],[36,[36,37,38,40]],[37,[]],[38,[]],[39,[39,26,25]],[40,[]],[41,[41,44,43,45]],[44,[]],[43,[]],[45,[]],[26,[]],[25,[]],[50,[50,46]],[46,[]]],[[0,[1]],[8,[8,21]],[14,[14]],[21,[]],[24,[24,23,27,22]],[23,[]],[27,[]],[22,[]],[30,[30,31,29,32]],[31,[]],[29,[]],[32,[]],[34,[34,33,35,28]],[33,[]],[35,[]],[28,[]],[42,[42]],[1,[]],[47,[47,48,49]],[48,[]],[49,[]]]],[[[8,[8,21]]],[[10,[10,13,11,12]]],[[16,[16,18,9,17]]],[[20,[20]],[14,[14]]],[[7,[7,6,15,19]]],[[24,[24,23,27,22]]],[[30,[30,31,29,32]]],[[34,[34,33,35,28]]],[[36,[36,37,38,40]]],[[39,[39,26,25]]],[[42,[42]]],[[41,[41,44,43,45]]],[[47,[47,48,49]]],[[50,[50,46]]]]]",1085.805843601
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_3.dat,4,120,"[[[[0,[1]],[14,[14,16,23,26]],[16,[]],[23,[]],[26,[]],[20,[20,17,24,25]],[22,[22]],[17,[]],[36,[36,37,38,39]],[37,[]],[38,[]],[39,[]],[43,[43,44,45,46]],[44,[]],[45,[]],[24,[]],[25,[]],[46,[]],[50,[50,35,33]],[35,[]],[33,[]],[1,[]]],[[0,[3,4,2,5]],[7,[7]],[9,[9,8,12,13]],[8,[]],[12,[]],[13,[]],[6,[6]],[19,[19,18,21]],[18,[]],[3,[]],[4,[]],[2,[]],[11,[15,10,11]],[5,[]],[32,[32,31,34,29]],[31,[]],[30,[30,27]],[34,[]],[29,[]],[28,[28,41,40]],[27,[]],[41,[]],[40,[]],[42,[42]],[21,[]],[15,[]],[10,[]],[47,[47,48,49]],[48,[]],[49,[]]]],[[[7,[7]]],[[9,[9,8,12,13]]],[[6,[6]]],[[14,[14,16,23,26]]],[[19,[19,18,21]]],[[11,[15,10,11]]],[[20,[20,17,24,25]]],[[22,[22]]],[[32,[32,31,34,29]]],[[30,[30,27]]],[[28,[28,41,40]]],[[36,[36,37,38,39]]],[[42,[42]]],[[43,[43,44,45,46]]],[[47,[47,48,49]]],[[50,[50,35,33]]]]]",1085.805843601,"[[[[0,[]],[14,[14,16,23,26]],[16,[1]],[23,[]],[26,[]],[20,[20,17,24,25]],[22,[22]],[17,[]],[36,[36,37,38,39]],[37,[]],[38,[]],[39,[]],[43,[43,44,45,46]],[44,[]],[45,[]],[24,[]],[25,[]],[46,[]],[50,[50,35,33]],[35,[]],[33,[]],[1,[]]],[[0,[3,4,2,5]],[7,[7,6]],[9,[9,8,12,13]],[8,[]],[12,[]],[13,[]],[6,[]],[19,[19,18,21]],[18,[]],[3,[]],[4,[]],[2,[]],[11,[15,10,11]],[5,[]],[32,[32,31,34,29]],[31,[]],[30,[30,27]],[34,[]],[29,[]],[28,[28,41,40]],[27,[]],[41,[]],[40,[]],[42,[42]],[21,[]],[15,[]],[10,[]],[47,[47,48,49]],[48,[]],[49,[]]]],[[[7,[7,6]]],[[9,[9,8,12,13]]],[[14,[14,16,23,26]]],[[19,[19,18,21]]],[[16,[1]],[11,[15,10,11]]],[[32,[32,31,34,29]]],[[20,[20,17,24,25]]],[[22,[22]],[30,[30,27]]],[[28,[28,41,40]]],[[36,[36,37,38,39]]],[[42,[42]]],[[43,[43,44,45,46]]],[[47,[47,48,49]]],[[50,[50,35,33]]]]]",1085.805843601
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_3.dat,8,60,"[[[[0,[4,3]],[10,[10,14,17,16,19,20,18,9]],[4,[]],[14,[]],[9,[]],[17,[]],[16,[]],[19,[27,22,7]],[27,[]],[20,[]],[38,[38,36,37,39]],[36,[]],[37,[]],[39,[]],[18,[]],[22,[]],[3,[]],[7,[47,48,49]],[47,[]],[48,[]],[49,[]]],[[0,[2,5,1]],[13,[13,12,8,15,11,6,21]],[12,[]],[8,[]],[15,[]],[11,[]],[6,[]],[2,[25,33,31,34,24,23,26,28]],[25,[]],[33,[]],[31,[]],[34,[]],[24,[]],[23,[]],[21,[42,40,41,44,43,45,29,30]],[42,[]],[40,[]],[41,[]],[44,[]],[43,[]],[45,[]],[26,[]],[28,[46,50,35,32]],[29,[]],[30,[]],[46,[]],[50,[]],[35,[]],[32,[]],[5,[]],[1,[]]]],[[[10,[10,14,17,16,19,20,18,9]]],[[13,[13,12,8,15,11,6,21]]],[[2,[25,33,31,34,24,23,26,28]]],[[19,[27,22,7]]],[[38,[38,36,37,39]]],[[21,[42,40,41,44,43,45,29,30]]],[[7,[47,48,49]]],[[28,[46,50,35,32]]]]]",1121.083189158,,
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_3.dat,8,90,"[[[[0,[5]],[15,[15,19,16,14,6,9,13,8]],[19,[]],[16,[]],[14,[]],[6,[]],[9,[]],[13,[]],[8,[]],[12,[12]],[36,[36,37,38,39,40,41]],[37,[25,30,32]],[38,[]],[39,[]],[40,[]],[41,[]],[44,[44,43,45,23,24]],[43,[]],[45,[]],[23,[]],[24,[]],[25,[]],[50,[50,46]],[46,[]],[30,[]],[32,[]],[5,[]]],[[0,[18,1,3,4,2]],[18,[]],[1,[]],[3,[]],[21,[21,17,7,22,20,10,11]],[17,[]],[7,[]],[34,[34,31,29,33,35,28,26,27]],[31,[]],[29,[]],[33,[]],[35,[]],[28,[]],[22,[]],[4,[]],[26,[]],[27,[]],[42,[42]],[20,[]],[2,[]],[10,[]],[11,[]],[47,[47,48,49]],[48,[]],[49,[]]]],[[[21,[21,17,22,7,20,10,11]]],[[15,[15,19,16,14,6,9,13,8]]],[[12,[12]]],[[34,[34,31,29,35,28,26,27,33]]],[[36,[36,37,38,39,41,40]]],[[37,[25,30,32]]],[[42,[42]]],[[44,[44,43,45,23,24]]],[[47,[47,48,49]]],[[50,[50,46]]]]]",1085.805843601,"[[[[0,[5]],[15,[15,19,16,14,6,9,13,8]],[19,[]],[16,[]],[14,[]],[6,[]],[9,[]],[13,[]],[8,[]],[12,[12]],[36,[36,37,38,39,41,40]],[37,[25,30,32]],[38,[]],[39,[]],[40,[]],[41,[]],[44,[44,43,45,23,24]],[43,[]],[45,[]],[23,[]],[24,[]],[25,[]],[50,[50,46]],[46,[]],[30,[]],[32,[]],[5,[]]],[[0,[18,1,3,2]],[18,[]],[1,[]],[3,[]],[21,[21,17,22,7,20,10,11]],[17,[]],[7,[]],[34,[34,31,29,35,28,26,27,33]],[31,[]],[29,[]],[33,[]],[35,[]],[28,[]],[22,[]],[4,[4]],[26,[]],[27,[]],[42,[42]],[20,[]],[2,[]],[10,[]],[11,[]],[47,[47,48,49]],[48,[]],[49,[]]]],[[[21,[21,17,22,7,20,10,11]]],[[15,[15,19,16,14,6,9,13,8]]],[[12,[12]]],[[34,[34,31,29,35,28,26,27,33]]],[[36,[36,37,38,39,41,40]],[4,[4]]],[[37,[25,30,32]]],[[42,[42]],[44,[44,43,45,23,24]]],[[47,[47,48,49]]],[[50,[50,46]]]]]",1085.805843601
test_data/data_demand_random_50_batch_all1_equal_cluster/C201_3.dat,8,120,"[[[[0,[1]],[14,[14,16,23,26]],[16,[]],[23,[]],[26,[]],[20,[20,17,24,25]],[22,[22]],[17,[]],[36,[36,37,38,39]],[37,[]],[38,[]],[39,[]],[43,[43,44,45,46]],[44,[]],[45,[]],[24,[]],[25,[]],[46,[]],[50,[50,35,33]],[35,[]],[33,[]],[1,[]]],[[0,[3,4,2,5]],[7,[7]],[9,[9,8,12,13]],[8,[]],[12,[]],[13,[]],[6,[6]],[19,[19,18,21]],[18,[]],[3,[]],[4,[]],[2,[]],[11,[15,10,11]],[5,[]],[32,[32,31,34,29]],[31,[]],[30,[30,27]],[34,[]],[29,[]],[28,[28,41,40]],[27,[]],[41,[]],[40,[]],[42,[42]],[21,[]],[15,[]],[10,[]],[47,[47,48,49]],[48,[]],[49,[]]]],[[[7,[7]]],[[9,[9,8,12,13]]],[[6,[6]]],[[14,[14,16,23,26]]],[[19,[19,18,21]]],[[11,[15,10,11]]],[[20,[20,17,24,25]]],[[22,[22]]],[[32,[32,31,34,29]]],[[30,[30,27]]],[[28,[28,41,40]]],[[36,[36,37,38,39]]],[[42,[42]]],[[43,[43,44,45,46]]],[[47,[47,48,49]]],[[50,[50,35,33]]]]]",1085.805843601,"[[[[0,[1]],[14,[14,16,23,26]],[16,[]],[23,[]],[26,[]],[20,[20,17,24,25]],[22,[22]],[17,[]],[36,[36,37,38,39]],[37,[]],[38,[]],[39,[]],[43,[43,44,45,46]],[44,[]],[45,[]],[24,[]],[25,[]],[46,[]],[50,[50,35,33]],[35,[]],[33,[]],[1,[]]],[[0,[3,4,2,5]],[7,[7,6]],[9,[9,8,12,13]],[8,[]],[12,[]],[13,[]],[6,[]],[19,[19,18,21]],[18,[]],[3,[]],[4,[]],[2,[]],[11,[15,10,11]],[5,[]],[32,[32,31,34,29]],[31,[]],[30,[30,27]],[34,[]],[29,[]],[28,[28,41,40]],[27,[]],[41,[]],[40,[]],[42,[42]],[21,[]],[15,[]],[10,[]],[47,[47,48,49]],[48,[]],[49,[]]]],[[[7,[7,6]]],[[9,[9,8,12,13]]],[[14,[14,16,23,26]]],[[19,[19,18,21]]],[[11,[15,10,11]],[20,[20,17,24,25]]],[[32,[32,31,34,29]]],[[22,[22]],[30,[30,27]]],[[28,[28,41,40]]],[[36,[36,37,38,39]]],[[42,[42]]],[[43,[43,44,45,46]]],[[47,[47,48,49]]],[[50,[50,35,33]]]]]",1085.805843601
test_data/data_demand_random_50_batch_all1_equal_cluster/R101_0.5.dat,4,60,"[[[[0,[1,16,36,37,10,9,6,7,31,39,40,35,32,33,34,42,41,29,28,30,27,26,3,5,8]],[1,[]],[16,[50]],[36,[]],[37,[]],[10,[]],[9,[]],[6,[]],[7,[]],[31,[]],[39,[]],[40,[]],[50,[]],[35,[]],[32,[]],[33,[]],[34,[]],[42,[]],[41,[]],[29,[]],[28,[]],[30,[]],[27,[]],[26,[]],[3,[]],[5,[]],[8,[]]],[[0,[4,43,44,14,12,13,15,45,49,25,48,46,21,19,47,20,38,18,17,22,23,24,11,2]],[4,[]],[43,[]],[44,[]],[14,[]],[12,[]],[13,[]],[15,[]],[45,[]],[49,[]],[25,[]],[48,[]],[46,[]],[21,[]],[19,[]],[47,[]],[20,[]],[38,[]],[18,[]],[17,[]],[22,[]],[23,[]],[24,[]],[11,[]],[2,[]]]],[[[16,[50]]]]]",828,,
test_data/data_demand_random_50_batch_all1_equal_cluster/R101_0.5.dat,4,90,"[[[[0,[5,26,41,42,29,28,27,30,43,44,45,49,15,25,24,48,23,22,11,12,13,14,4,3,2]],[5,[]],[26,[]],[41,[]],[42,[]],[29,[]],[28,[]],[27,[]],[30,[]],[43,[]],[44,[]],[45,[]],[49,[]],[15,[]],[25,[]],[24,[]],[48,[]],[23,[]],[22,[]],[11,[]],[12,[]],[13,[]],[14,[]],[4,[]],[3,[]],[2,[]]],[[0,[1,16,17,18,19,21,46,47,20,38,36,37,10,9,6,31,39,40,50,35,32,33,34,8,7]],[1,[]],[16,[]],[17,[]],[18,[]],[19,[]],[21,[]],[46,[]],[47,[]],[20,[]],[38,[]],[36,[]],[37,[]],[10,[]],[9,[]],[6,[]],[31,[]],[39,[]],[40,[]],[50,[]],[35,[]],[32,[]],[33,[]],[34,[]],[8,[]],[7,[]]]],[]]",816,,
