instance,A,L,best_solution,best_fitness,best_multi_solution,best_multi_fitness
test_data/data_demand_random_50_batch_all1_equal_random/R101_1.dat,4,60,"[[[[0,[30,9,14,25,34,24,6,3,1,20,33,18,12]],[30,[]],[9,[37,38,41,40]],[14,[42,43,44]],[25,[48,46,50]],[34,[]],[24,[]],[6,[]],[3,[]],[42,[]],[48,[]],[37,[]],[43,[]],[44,[]],[1,[]],[20,[]],[33,[]],[38,[]],[18,[]],[41,[]],[46,[]],[12,[]],[40,[]],[50,[]]],[[0,[26,29,16,11,31,15,4,21,10,17,13,19,32,28,23,5,22,2,8,27,7]],[26,[]],[29,[]],[16,[]],[11,[]],[31,[]],[15,[]],[4,[]],[21,[47,49,45]],[45,[39,36,35]],[39,[]],[36,[]],[35,[]],[10,[]],[17,[]],[13,[]],[19,[]],[32,[]],[28,[]],[47,[]],[49,[]],[23,[]],[5,[]],[22,[]],[2,[]],[8,[]],[27,[]],[7,[]]]],[[[9,[37,38,41,40]]],[[14,[42,43,44]]],[[25,[48,46,50]]],[[21,[47,49,45]]],[[45,[39,36,35]]]]]",957.936682194,,
test_data/data_demand_random_50_batch_all1_equal_random/R101_1.dat,4,90,"[[[[0,[30,9,14,25,34,24,6,3,1,20,33,18,12]],[30,[]],[9,[37,38,41,40]],[14,[42,43,44]],[25,[48,46,50]],[34,[]],[24,[]],[6,[]],[3,[]],[42,[]],[48,[]],[37,[]],[43,[]],[44,[]],[1,[]],[20,[]],[33,[]],[38,[]],[18,[]],[41,[]],[46,[]],[12,[]],[40,[]],[50,[]]],[[0,[26,29,16,11,31,15,4,21,10,17,13,19,32,28,23,5,22,2,8,27,7]],[26,[]],[29,[]],[16,[]],[11,[]],[31,[]],[15,[]],[4,[]],[21,[47,49,45]],[45,[39,36,35]],[39,[]],[36,[]],[35,[]],[10,[]],[17,[]],[13,[]],[19,[]],[32,[]],[28,[]],[47,[]],[49,[]],[23,[]],[5,[]],[22,[]],[2,[]],[8,[]],[27,[]],[7,[]]]],[[[9,[37,38,41,40]]],[[14,[42,43,44]]],[[25,[48,46,50]]],[[21,[47,49,45]]],[[45,[39,36,35]]]]]",957.936682194,"[[[[0,[7,30,14,25,34,24,6,3,1,20,33,38,18,41,5,22,12,40]],[7,[]],[30,[37]],[14,[42,43,44]],[25,[]],[34,[48,46,50]],[24,[]],[6,[]],[3,[]],[42,[]],[48,[]],[37,[]],[43,[]],[44,[]],[1,[]],[20,[]],[33,[]],[38,[]],[18,[]],[41,[]],[46,[]],[5,[]],[22,[]],[12,[]],[40,[]],[50,[]]],[[0,[26,9,16,11,15,4,21,10,27,17,28,13,19,23,8,2]],[26,[]],[9,[]],[29,[29]],[16,[]],[11,[]],[15,[]],[4,[]],[31,[31,32]],[21,[]],[45,[45,39]],[39,[]],[36,[36,35]],[35,[]],[10,[]],[27,[]],[17,[47,49]],[47,[]],[28,[]],[13,[]],[19,[]],[32,[]],[49,[]],[23,[]],[8,[]],[2,[]]]],[[[29,[29]],[30,[37]]],[[14,[42,43,44]]],[[34,[48,46,50]]],[[31,[31,32]]],[[45,[45,39]]],[[36,[36,35]]],[[17,[47,49]]]]]",974.055512755
test_data/data_demand_random_50_batch_all1_equal_random/R101_1.dat,4,120,"[[[[0,[30,9,14,25,34,24,6,3,1,20,33,18,12]],[30,[]],[9,[37,38,41,40]],[14,[42,43,44]],[25,[48,46,50]],[34,[]],[24,[]],[6,[]],[3,[]],[42,[]],[48,[]],[37,[]],[43,[]],[44,[]],[1,[]],[20,[]],[33,[]],[38,[]],[18,[]],[41,[]],[46,[]],[12,[]],[40,[]],[50,[]]],[[0,[26,29,16,11,31,15,4,21,10,17,13,19,32,28,23,5,22,2,8,27,7]],[26,[]],[29,[]],[16,[]],[11,[]],[31,[]],[15,[]],[4,[]],[21,[47,49,45]],[45,[39,36,35]],[39,[]],[36,[]],[35,[]],[10,[]],[17,[]],[13,[]],[19,[]],[32,[]],[28,[]],[47,[]],[49,[]],[23,[]],[5,[]],[22,[]],[2,[]],[8,[]],[27,[]],[7,[]]]],[[[9,[37,38,41,40]]],[[14,[42,43,44]]],[[25,[48,46,50]]],[[21,[47,49,45]]],[[45,[39,36,35]]]]]",957.936682194,"[[[[0,[7,30,14,25,34,24,6,3,1,20,33,38,18,41,5,22,12,40]],[7,[]],[30,[37]],[14,[42,43,44]],[25,[]],[34,[48,46,50]],[24,[]],[6,[]],[3,[]],[42,[]],[48,[]],[37,[]],[43,[]],[44,[]],[1,[]],[20,[]],[33,[]],[38,[]],[18,[]],[41,[]],[46,[]],[5,[]],[22,[]],[12,[]],[40,[]],[50,[]]],[[0,[26,9,16,11,15,4,21,10,27,17,28,13,19,23,8,2]],[26,[]],[9,[]],[29,[29]],[16,[]],[11,[]],[15,[]],[4,[]],[31,[31,32]],[21,[]],[45,[45,39]],[39,[]],[36,[36,35]],[35,[]],[10,[]],[27,[]],[17,[47,49]],[47,[]],[28,[]],[13,[]],[19,[]],[32,[]],[49,[]],[23,[]],[8,[]],[2,[]]]],[[[29,[29]],[30,[37]]],[[14,[42,43,44]]],[[34,[48,46,50]]],[[31,[31,32]]],[[45,[45,39]]],[[36,[36,35]]],[[17,[47,49]]]]]",974.055512755
test_data/data_demand_random_50_batch_all1_equal_random/R101_1.dat,8,60,"[[[[0,[30,9,14,25,34,24,6,3,1,20,33,18,12]],[30,[]],[9,[37,38,41,40]],[14,[42,43,44]],[25,[48,46,50]],[34,[]],[24,[]],[6,[]],[3,[]],[42,[]],[48,[]],[37,[]],[43,[]],[44,[]],[1,[]],[20,[]],[33,[]],[38,[]],[18,[]],[41,[]],[46,[]],[12,[]],[40,[]],[50,[]]],[[0,[26,29,16,11,31,15,4,21,10,17,13,19,32,28,23,5,22,2,8,27,7]],[26,[]],[29,[]],[16,[]],[11,[]],[31,[]],[15,[]],[4,[]],[21,[47,49,45]],[45,[39,36,35]],[39,[]],[36,[]],[35,[]],[10,[]],[17,[]],[13,[]],[19,[]],[32,[]],[28,[]],[47,[]],[49,[]],[23,[]],[5,[]],[22,[]],[2,[]],[8,[]],[27,[]],[7,[]]]],[[[9,[37,38,41,40]]],[[14,[42,43,44]]],[[25,[48,46,50]]],[[21,[47,49,45]]],[[45,[39,36,35]]]]]",957.936682194,"[[[[0,[30,25,14,42,9,37,3,34,24,6,33,20,38,18,41,46,12,49,22,5,7]],[30,[]],[25,[]],[14,[]],[42,[]],[9,[]],[48,[48]],[37,[]],[3,[]],[34,[]],[24,[]],[6,[]],[33,[]],[20,[]],[38,[]],[18,[]],[41,[]],[46,[]],[12,[]],[49,[]],[22,[]],[5,[]],[7,[]]],[[0,[26,16,11,15,4,31,29,21,35,10,17,13,19,28,32,23,8,27,36,39,2,40,1]],[26,[]],[16,[]],[11,[]],[15,[]],[4,[]],[31,[]],[29,[]],[45,[47,44,45,50,43]],[21,[]],[35,[]],[10,[]],[17,[]],[13,[]],[19,[]],[28,[]],[32,[]],[23,[]],[47,[]],[8,[]],[27,[]],[36,[]],[39,[]],[2,[]],[40,[]],[44,[]],[1,[]],[43,[]],[50,[]]]],[[[45,[47,44,45,50,43]],[48,[48]]]]]",1094
test_data/data_demand_random_50_batch_all1_equal_random/R101_1.dat,8,90,"[[[[0,[25,14,24,6,3,1,20,18,5,22,12,7]],[9,[9]],[26,[26]],[30,[37,38,41,40,30,34,33]],[25,[]],[14,[]],[34,[]],[24,[]],[6,[]],[3,[48,46,50,42,43,44]],[42,[]],[48,[]],[37,[]],[43,[]],[44,[]],[1,[]],[20,[]],[33,[]],[38,[]],[18,[]],[41,[]],[46,[]],[5,[]],[22,[]],[12,[]],[40,[]],[50,[]],[7,[]]],[[0,[21,15,16,11,10,17,13,19,8,2]],[21,[27,28,23]],[15,[29,31,32]],[4,[4]],[31,[]],[16,[]],[11,[]],[29,[]],[45,[45]],[39,[47,49,39,36,35]],[36,[]],[35,[]],[10,[]],[17,[]],[27,[]],[47,[]],[13,[]],[19,[]],[32,[]],[28,[]],[49,[]],[23,[]],[8,[]],[2,[]]]],[[[9,[9]],[21,[27,28,23]]],[[26,[26]]],[[15,[29,31,32]]],[[30,[37,38,41,40,30,34,33]],[4,[4]]],[[45,[45]]],[[3,[48,46,50,42,43,44]]],[[39,[47,49,39,36,35]]]]]",941,"[[[[0,[25,14,24,6,3,1,20,18,5,22,12,7]],[9,[9]],[26,[26]],[30,[37,38,41,40,30,34,33]],[25,[]],[14,[]],[34,[]],[24,[]],[6,[]],[3,[48,46,50,42,43,44]],[42,[]],[48,[]],[37,[]],[43,[]],[44,[]],[1,[]],[20,[]],[33,[]],[38,[]],[18,[]],[41,[]],[46,[]],[5,[]],[22,[]],[12,[]],[40,[]],[50,[]],[7,[]]],[[0,[21,15,16,11,10,17,13,19,8,2]],[21,[27,28,23]],[15,[29,31,32]],[4,[4]],[31,[]],[16,[]],[11,[]],[29,[]],[45,[45]],[39,[47,49,39,36,35]],[36,[]],[35,[]],[10,[]],[17,[]],[27,[]],[47,[]],[13,[]],[19,[]],[32,[]],[28,[]],[49,[]],[23,[]],[8,[]],[2,[]]]],[[[9,[9]],[21,[27,28,23]]],[[26,[26]]],[[15,[29,31,32]]],[[30,[37,38,41,40,30,34,33]],[4,[4]]],[[45,[45]]],[[3,[48,46,50,42,43,44]]],[[39,[47,49,39,36,35]]]]]",941
test_data/data_demand_random_50_batch_all1_equal_random/R101_1.dat,8,120,"[[[[0,[7,2,6,3,1,5]],[7,[]],[2,[]],[13,[14,12,13]],[26,[26,25,24,22,20,18]],[30,[34,33,30]],[25,[]],[14,[37,38,41,40]],[34,[]],[24,[]],[6,[]],[3,[48,46,50,42,43,44]],[42,[]],[48,[]],[37,[]],[43,[]],[44,[]],[1,[]],[20,[]],[33,[]],[38,[]],[18,[]],[41,[]],[46,[]],[5,[]],[22,[]],[12,[]],[40,[]],[50,[]]],[[0,[27,9,16,11,15,4,21,10,17,28,19,23,8]],[27,[]],[9,[36,35]],[39,[39,29,31,32]],[29,[]],[16,[]],[11,[47,49,45]],[15,[]],[31,[]],[4,[]],[21,[]],[45,[]],[36,[]],[35,[]],[10,[]],[17,[]],[28,[]],[19,[]],[32,[]],[23,[]],[49,[]],[47,[]],[8,[]]]],[[[13,[14,12,13]]],[[26,[26,25,24,22,20,18]]],[[30,[34,33,30]]],[[14,[37,38,41,40]]],[[9,[36,35]]],[[39,[39,29,31,32]]],[[3,[48,46,50,42,43,44]]],[[11,[47,49,45]]]]]",905.180339887,"[[[[0,[25,14,24,3,6,9,1,20,18,5,7]],[30,[30,29,34,33]],[29,[]],[25,[]],[14,[]],[24,[]],[34,[]],[3,[]],[6,[48,46,42,43,37,38,41,44]],[42,[]],[9,[]],[48,[]],[37,[]],[43,[]],[44,[]],[1,[]],[20,[]],[33,[]],[38,[]],[18,[]],[41,[]],[46,[]],[5,[]],[7,[]]],[[0,[16,11,4,21,10,17,13,19,8,2,12]],[26,[26,27,28,23,22]],[16,[]],[11,[]],[15,[15]],[31,[31]],[4,[]],[21,[]],[45,[45]],[39,[39,36,35,40,47,49,50,32]],[36,[]],[35,[]],[10,[]],[17,[]],[27,[]],[47,[]],[13,[]],[19,[]],[28,[]],[32,[]],[49,[]],[23,[]],[8,[]],[2,[]],[22,[]],[12,[]],[40,[]],[50,[]]]],[[[26,[26,27,28,23,22]]],[[30,[30,29,34,33]],[15,[15]]],[[31,[31]]],[[45,[45]]],[[39,[39,36,35,40,47,49,50,32]]],[[6,[48,46,42,43,37,38,41,44]]]]]",923
test_data/data_demand_random_50_batch_all1_equal_random/R101_2.5.dat,4,60,"[[[[0,[11,8,5,6,3,1]],[11,[]],[16,[16]],[15,[15,18]],[8,[]],[5,[27,26,28,29]],[23,[23,21]],[6,[34,35,36]],[28,[]],[27,[]],[26,[]],[3,[39,41]],[18,[]],[1,[43,44,48,47]],[44,[]],[43,[]],[41,[]],[39,[]],[48,[]],[35,[]],[34,[]],[21,[]],[29,[]],[47,[]],[36,[]]],[[0,[4,10,9,12,20,22,17,30,24,2,7,31,25,13,19,14]],[4,[]],[10,[]],[9,[]],[12,[]],[20,[]],[22,[]],[17,[]],[30,[32,33]],[24,[]],[32,[]],[2,[40,42,38,37]],[7,[]],[31,[]],[25,[]],[40,[49,46,50,45]],[49,[]],[37,[]],[38,[]],[13,[]],[19,[]],[14,[]],[46,[]],[50,[]],[45,[]],[33,[]],[42,[]]]],[[[16,[16]]],[[15,[15,18]]],[[5,[27,26,28,29]]],[[23,[23,21]]],[[6,[34,35,36]]],[[3,[39,41]]],[[30,[32,33]]],[[2,[40,42,38,37]]],[[1,[43,44,48,47]]],[[40,[49,46,50,45]]]]]",1547,,
test_data/data_demand_random_50_batch_all1_equal_random/R101_2.5.dat,4,90,"[[[[0,[1,4,3,2,7,5,6]],[1,[]],[11,[11]],[4,[8]],[10,[10]],[3,[]],[16,[16,15]],[2,[]],[20,[23,21,17,20]],[17,[]],[7,[18]],[5,[27,26,28,29]],[15,[]],[23,[]],[26,[]],[27,[]],[18,[34,35,32,36]],[28,[]],[6,[39,41]],[36,[]],[29,[]],[21,[]],[8,[]],[34,[43,44,48,47]],[47,[]],[35,[]],[48,[]],[39,[]],[41,[]],[43,[]],[32,[]],[44,[]]],[[0,[31,25,13,19,9,30,24,22,12,14]],[31,[]],[25,[]],[13,[]],[19,[]],[33,[33]],[9,[42,40,38,37]],[30,[]],[24,[]],[22,[]],[12,[49,46,50,45]],[40,[]],[49,[]],[38,[]],[37,[]],[14,[]],[46,[]],[50,[]],[45,[]],[42,[]]]],[[[33,[33]]],[[11,[11]]],[[4,[8]]],[[10,[10]]],[[16,[16,15]]],[[20,[23,21,17,20]]],[[7,[18]]],[[5,[27,26,28,29]]],[[18,[34,35,32,36]]],[[6,[39,41]]],[[34,[43,44,48,47]]],[[9,[42,40,38,37]]],[[12,[49,46,50,45]]]]]",1464.180339887,"[[[[0,[11,14,19,5,3,1,6,18,26,27,28,29,21]],[11,[]],[14,[]],[19,[]],[5,[34,35,32,36]],[3,[]],[1,[]],[6,[39,41]],[18,[]],[26,[]],[27,[]],[28,[]],[29,[43,44,47,48]],[21,[]],[47,[]],[34,[]],[35,[]],[48,[]],[39,[]],[32,[]],[41,[]],[43,[]],[44,[]],[36,[]]],[[0,[2,8,10,4,9,12]],[2,[]],[8,[16,15,13,17]],[10,[]],[4,[]],[16,[]],[15,[]],[13,[]],[9,[]],[17,[30,23]],[12,[]],[22,[22,20]],[20,[24,31,25,42]],[24,[]],[30,[7]],[7,[49,46,50,45]],[40,[40,38,37,33]],[31,[]],[25,[]],[49,[]],[38,[]],[37,[]],[23,[]],[46,[]],[50,[]],[45,[]],[33,[]],[42,[]]]],[[[8,[16,15,13,17]]],[[5,[34,35,32,36]]],[[17,[30,23]]],[[22,[22,20]]],[[20,[24,31,25,42]]],[[6,[39,41]],[30,[7]]],[[29,[43,44,47,48]]],[[7,[49,46,50,45]]],[[40,[40,38,37,33]]]]]",1532.007229848
test_data/data_demand_random_50_batch_all1_equal_random/R101_2.5.dat,4,120,"[[[[0,[1,4,3,2,7,5,6]],[1,[]],[11,[11]],[4,[8]],[10,[10]],[3,[]],[16,[16,15]],[2,[]],[20,[23,21,17,20]],[17,[]],[7,[18]],[5,[27,26,28,29]],[15,[]],[23,[]],[26,[]],[27,[]],[18,[34,35,32,36]],[28,[]],[6,[39,41]],[36,[]],[29,[]],[21,[]],[8,[]],[34,[43,44,48,47]],[47,[]],[35,[]],[48,[]],[39,[]],[41,[]],[43,[]],[32,[]],[44,[]]],[[0,[31,25,13,19,9,30,24,22,12,14]],[31,[]],[25,[]],[13,[]],[19,[]],[33,[33]],[9,[42,40,38,37]],[30,[]],[24,[]],[22,[]],[12,[49,46,50,45]],[40,[]],[49,[]],[38,[]],[37,[]],[14,[]],[46,[]],[50,[]],[45,[]],[42,[]]]],[[[33,[33]]],[[11,[11]]],[[4,[8]]],[[10,[10]]],[[16,[16,15]]],[[20,[23,21,17,20]]],[[7,[18]]],[[5,[27,26,28,29]]],[[18,[34,35,32,36]]],[[6,[39,41]]],[[34,[43,44,48,47]]],[[9,[42,40,38,37]]],[[12,[49,46,50,45]]]]]",1464.180339887,"[[[[0,[11,14,19,5,3,1,6,18,26,27,28,29,21]],[11,[]],[14,[]],[19,[]],[5,[34,35,32,36]],[3,[]],[1,[]],[6,[39,41]],[18,[]],[26,[]],[27,[]],[28,[]],[29,[43,44,47,48]],[21,[]],[47,[]],[34,[]],[35,[]],[48,[]],[39,[]],[32,[]],[41,[]],[43,[]],[44,[]],[36,[]]],[[0,[2,8,10,4,9,12]],[2,[]],[8,[16,15,13,17]],[10,[]],[4,[]],[16,[]],[15,[]],[13,[]],[9,[]],[17,[30,23]],[12,[]],[22,[22,20]],[20,[24,31,25,42]],[24,[]],[30,[7]],[7,[49,46,50,45]],[40,[40,38,37,33]],[31,[]],[25,[]],[49,[]],[38,[]],[37,[]],[23,[]],[46,[]],[50,[]],[45,[]],[33,[]],[42,[]]]],[[[8,[16,15,13,17]]],[[5,[34,35,32,36]]],[[17,[30,23]]],[[22,[22,20]]],[[20,[24,31,25,42]]],[[6,[39,41]],[30,[7]]],[[29,[43,44,47,48]]],[[7,[49,46,50,45]]],[[40,[40,38,37,33]]]]]",1532.007229848
test_data/data_demand_random_50_batch_all1_equal_random/R101_2.5.dat,8,60,"[[[[0,[6,5,4,2,1,3]],[6,[8,10,9]],[5,[]],[4,[]],[8,[]],[2,[]],[16,[23,16,21]],[15,[15]],[23,[]],[1,[]],[28,[28,29]],[33,[34,35,32,36,27,26,33]],[3,[]],[26,[]],[27,[]],[29,[]],[21,[]],[34,[]],[35,[]],[9,[]],[36,[]],[47,[43,44,48,39,41,47]],[10,[]],[48,[]],[39,[]],[32,[]],[41,[]],[43,[]],[44,[]]],[[0,[17,18,14,13,12,11,7]],[17,[]],[18,[]],[14,[30,24,31,25,19,22,20]],[19,[]],[13,[]],[25,[]],[31,[]],[22,[]],[12,[]],[20,[]],[24,[]],[30,[]],[11,[42]],[42,[]],[7,[]],[40,[49,46,50,45,40,38,37]],[49,[]],[38,[]],[37,[]],[46,[]],[50,[]],[45,[]]]],[[[14,[30,24,31,25,19,22,20]]],[[6,[8,10,9]]],[[16,[23,16,21]]],[[15,[15]]],[[28,[28,29]]],[[33,[34,35,32,36,27,26,33]]],[[47,[43,44,48,39,41,47]]],[[11,[42]]],[[40,[49,46,50,45,40,38,37]]]]]",1418.495097568,"[[[[0,[9,10,48,39,30,17,22,41,12,44,43,25,38,13,19,14,16,6,33,4]],[36,[36]],[9,[]],[10,[]],[48,[]],[39,[]],[30,[]],[17,[]],[22,[]],[41,[]],[12,[]],[44,[]],[43,[]],[25,[]],[38,[]],[13,[]],[19,[]],[14,[]],[16,[]],[6,[]],[33,[]],[4,[]]],[[0,[2,24,20,32,5,15,23,3,18,26,27,28,34,35,8,21,29,1,11,7,31]],[2,[]],[24,[]],[20,[]],[32,[]],[5,[]],[15,[]],[37,[37,42]],[23,[]],[42,[]],[3,[46,45,47,49,50,40]],[50,[]],[46,[]],[18,[]],[26,[]],[27,[]],[45,[]],[28,[]],[47,[]],[34,[]],[35,[]],[8,[]],[21,[]],[29,[]],[1,[]],[11,[]],[7,[]],[40,[]],[31,[]],[49,[]]]],[[[37,[37,42]]],[[3,[46,45,47,49,50,40]],[36,[36]]]]]",1717.027756377
test_data/data_demand_random_50_batch_all1_equal_random/R101_2.5.dat,8,90,"[[[[0,[1,4,3,2,7,5,6]],[1,[]],[11,[11]],[4,[8]],[10,[10]],[3,[]],[16,[16,15]],[2,[]],[20,[23,21,17,20]],[17,[]],[7,[18]],[5,[27,26,28,29]],[15,[]],[23,[]],[26,[]],[27,[]],[18,[34,35,32,36]],[28,[]],[6,[39,41]],[36,[]],[29,[]],[21,[]],[8,[]],[34,[43,44,48,47]],[47,[]],[35,[]],[48,[]],[39,[]],[41,[]],[43,[]],[32,[]],[44,[]]],[[0,[31,25,13,19,9,30,24,22,12,14]],[31,[]],[25,[]],[13,[]],[19,[]],[33,[33]],[9,[42,40,38,37]],[30,[]],[24,[]],[22,[]],[12,[49,46,50,45]],[40,[]],[49,[]],[38,[]],[37,[]],[14,[]],[46,[]],[50,[]],[45,[]],[42,[]]]],[[[33,[33]]],[[11,[11]]],[[4,[8]]],[[10,[10]]],[[16,[16,15]]],[[20,[23,21,17,20]]],[[7,[18]]],[[5,[27,26,28,29]]],[[18,[34,35,32,36]]],[[6,[39,41]]],[[34,[43,44,48,47]]],[[9,[42,40,38,37]]],[[12,[49,46,50,45]]]]]",1464.180339887,"[[[[0,[11,14,19,5,3,1,6,18,26,27,28,29,21]],[11,[]],[14,[]],[19,[]],[5,[34,35,32,36]],[3,[]],[1,[]],[6,[39,41]],[18,[]],[26,[]],[27,[]],[28,[]],[29,[43,44,47,48]],[21,[]],[47,[]],[34,[]],[35,[]],[48,[]],[39,[]],[32,[]],[41,[]],[43,[]],[44,[]],[36,[]]],[[0,[2,8,10,4,9,12]],[2,[]],[8,[16,15,13,17]],[10,[]],[4,[]],[16,[]],[15,[]],[13,[]],[9,[]],[17,[30,23]],[12,[]],[22,[22,20]],[20,[24,31,25,42]],[24,[]],[30,[7]],[7,[49,46,50,45]],[40,[40,38,37,33]],[31,[]],[25,[]],[49,[]],[38,[]],[37,[]],[23,[]],[46,[]],[50,[]],[45,[]],[33,[]],[42,[]]]],[[[8,[16,15,13,17]]],[[5,[34,35,32,36]]],[[17,[30,23]]],[[22,[22,20]]],[[20,[24,31,25,42]]],[[6,[39,41]],[30,[7]]],[[29,[43,44,47,48]]],[[7,[49,46,50,45]]],[[40,[40,38,37,33]]]]]",1532.007229848
test_data/data_demand_random_50_batch_all1_equal_random/R101_2.5.dat,8,120,"[[[[0,[8,2,11,6,3,1,5]],[8,[16,15,13]],[2,[23,19,21]],[11,[]],[16,[]],[6,[]],[3,[]],[1,[]],[28,[28,26]],[26,[]],[18,[18]],[13,[34,35,32,36,29]],[19,[]],[23,[]],[15,[]],[5,[39,41]],[36,[]],[29,[]],[21,[]],[47,[43,44,48,47]],[34,[]],[35,[]],[48,[]],[39,[]],[32,[]],[41,[]],[43,[]],[44,[]]],[[0,[4,10,9,24,30,17,7,31,25,20,22,12,14,27]],[4,[]],[10,[]],[9,[]],[24,[]],[30,[]],[17,[]],[7,[]],[31,[]],[25,[]],[20,[42,40,38,37,33]],[22,[]],[12,[]],[40,[49,46,50,45]],[49,[]],[38,[]],[37,[]],[14,[]],[46,[]],[50,[]],[27,[]],[45,[]],[33,[]],[42,[]]]],[[[8,[16,15,13]]],[[2,[23,19,21]]],[[28,[28,26]]],[[18,[18]]],[[13,[34,35,32,36,29]]],[[5,[39,41]]],[[47,[43,44,48,47]]],[[20,[42,40,38,37,33]]],[[40,[49,46,50,45]]]]]",1434.495097568,"[[[[0,[11,14,19,5,3,1,6,18,26,27,28,29,21]],[11,[]],[14,[]],[19,[]],[5,[34,35,32,36]],[3,[]],[1,[]],[6,[39,41]],[18,[]],[26,[]],[27,[]],[28,[]],[29,[43,44,47,48]],[21,[]],[47,[]],[34,[]],[35,[]],[48,[]],[39,[]],[32,[]],[41,[]],[43,[]],[44,[]],[36,[]]],[[0,[2,8,10,4,9,12]],[2,[]],[8,[16,15,13,17]],[10,[]],[4,[]],[16,[]],[15,[]],[13,[]],[9,[]],[17,[30,23]],[12,[]],[22,[22,20]],[20,[24,31,25,42]],[24,[]],[30,[7]],[7,[49,46,50,45]],[40,[40,38,37,33]],[31,[]],[25,[]],[49,[]],[38,[]],[37,[]],[23,[]],[46,[]],[50,[]],[45,[]],[33,[]],[42,[]]]],[[[8,[16,15,13,17]]],[[5,[34,35,32,36]]],[[17,[30,23]]],[[22,[22,20]]],[[20,[24,31,25,42]]],[[6,[39,41]],[30,[7]]],[[29,[43,44,47,48]]],[[7,[49,46,50,45]]],[[40,[40,38,37,33]]]]]",1532.007229848
test_data/data_demand_random_50_batch_all1_equal_random/R101_2.dat,4,60,"[[[[0,[17,13,19,3,20,24,11,12,34,29,28,30,7,37,10,2,40,38,21,26,33,42,1,9,8]],[17,[]],[13,[]],[19,[]],[3,[]],[20,[]],[24,[]],[11,[]],[12,[]],[34,[]],[29,[]],[28,[]],[30,[]],[7,[]],[37,[]],[10,[]],[2,[]],[40,[]],[38,[50,46]],[50,[]],[21,[]],[26,[]],[33,[]],[42,[]],[1,[]],[9,[]],[46,[]],[8,[]]],[[0,[25,5,35,44,18,39,47,4,49,23,15,43,41,6,14,22,36,16,48,32,45,27,31]],[25,[]],[5,[]],[35,[]],[44,[]],[18,[]],[39,[]],[47,[]],[4,[]],[49,[]],[23,[]],[15,[]],[43,[]],[41,[]],[6,[]],[14,[]],[22,[]],[36,[]],[16,[]],[48,[]],[32,[]],[45,[]],[27,[]],[31,[]]]],[[[38,[50,46]]]]]",1407,"[[[[0,[27,34,29,5,39,4,38,21,26,33,42,1,9,46,6,41,14,22,16,36,8,15]],[27,[]],[34,[47,50,43]],[29,[]],[5,[]],[39,[]],[47,[]],[4,[]],[38,[]],[50,[]],[21,[]],[26,[]],[33,[]],[42,[]],[1,[]],[9,[]],[46,[]],[6,[]],[41,[]],[14,[]],[22,[]],[16,[]],[36,[]],[43,[]],[8,[]],[15,[]]],[[0,[25,17,31,13,19,3,20,45,32,24,11,12,35,44,18,7,28,30,37,10,2,40,23]],[25,[]],[17,[]],[31,[]],[13,[]],[19,[48]],[3,[]],[20,[]],[45,[]],[32,[]],[48,[]],[24,[]],[11,[]],[12,[]],[35,[]],[44,[]],[18,[]],[7,[]],[28,[]],[30,[]],[37,[]],[10,[]],[2,[]],[40,[]],[49,[49]],[23,[]]]],[[[34,[47,50,43]],[19,[48]]],[[49,[49]]]]]",1497.495097568
test_data/data_demand_random_50_batch_all1_equal_random/R101_2.dat,4,90,"[[[[0,[17,13,19,3,20,24,11,12,34,29,28,30,7,37,10,2,40,38,21,26,33,42,1,9,8]],[17,[]],[13,[]],[19,[]],[3,[]],[20,[]],[24,[]],[11,[]],[12,[]],[34,[]],[29,[]],[28,[]],[30,[]],[7,[]],[37,[]],[10,[]],[2,[]],[40,[]],[38,[50,46]],[50,[]],[21,[]],[26,[]],[33,[]],[42,[]],[1,[]],[9,[]],[46,[]],[8,[]]],[[0,[25,5,35,44,18,39,47,4,49,23,15,43,41,6,14,22,36,16,48,32,45,27,31]],[25,[]],[5,[]],[35,[]],[44,[]],[18,[]],[39,[]],[47,[]],[4,[]],[49,[]],[23,[]],[15,[]],[43,[]],[41,[]],[6,[]],[14,[]],[22,[]],[36,[]],[16,[]],[48,[]],[32,[]],[45,[]],[27,[]],[31,[]]]],[[[38,[50,46]]]]]",1407,"[[[[0,[27,34,29,5,39,4,38,21,26,33,42,1,9,46,6,41,14,22,16,36,8,15]],[27,[]],[34,[47,50,43]],[29,[]],[5,[]],[39,[]],[47,[]],[4,[]],[38,[]],[50,[]],[21,[]],[26,[]],[33,[]],[42,[]],[1,[]],[9,[]],[46,[]],[6,[]],[41,[]],[14,[]],[22,[]],[16,[]],[36,[]],[43,[]],[8,[]],[15,[]]],[[0,[25,17,31,13,19,3,20,45,32,24,11,12,35,44,18,7,28,30,37,10,2,40,23]],[25,[]],[17,[]],[31,[]],[13,[]],[19,[48]],[3,[]],[20,[]],[45,[]],[32,[]],[48,[]],[24,[]],[11,[]],[12,[]],[35,[]],[44,[]],[18,[]],[7,[]],[28,[]],[30,[]],[37,[]],[10,[]],[2,[]],[40,[]],[49,[49]],[23,[]]]],[[[34,[47,50,43]],[19,[48]]],[[49,[49]]]]]",1497.495097568
